qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.09462714195251465,0.1514415740966797,0.16342592239379883,0.1628713607788086,0.16048932075500488,0.18104314804077148,0.06482076644897461
0.09959244728088379,0.15900564193725586,0.1479792594909668,0.15596961975097656,0.15573716163635254,0.18435311317443848,0.06480860710144043
0.09225964546203613,0.15825247764587402,0.15744662284851074,0.160614013671875,0.1543567180633545,0.17326879501342773,0.06271243095397949
0.09279918670654297,0.17339110374450684,0.1989424228668213,0.1829526424407959,0.19529008865356445,0.2252969741821289,0.08964419364929199
0.10779905319213867,0.16608095169067383,0.1795356273651123,0.20880413055419922,0.17356204986572266,0.20697784423828125,0.06321859359741211
0.09188222885131836,0.17892003059387207,0.18301129341125488,0.18347907066345215,0.16940879821777344,0.2307569980621338,0.06813216209411621
0.12532615661621094,0.1884765625,0.1621544361114502,0.1564955711364746,0.16475176811218262,0.1781015396118164,0.06185650825500488
0.08841466903686523,0.16330409049987793,0.16146373748779297,0.18240571022033691,0.17147588729858398,0.17406964302062988,0.061238765716552734
0.08728456497192383,0.1574091911315918,0.16012239456176758,0.15450215339660645,0.15909314155578613,0.17773747444152832,0.06660723686218262
0.19957423210144043,0.2147223949432373,0.15382909774780273,0.160170316696167,0.16173195838928223,0.1811220645904541,0.06656098365783691
0.09238767623901367,0.1602308750152588,0.15874099731445312,0.17855072021484375,0.16115927696228027,0.1819005012512207,0.07087969779968262
0.09422707557678223,0.17047500610351562,0.16823363304138184,0.15871214866638184,0.16305303573608398,0.19176506996154785,0.06168985366821289
0.08916568756103516,0.16913795471191406,0.15426325798034668,0.16707563400268555,0.1602156162261963,0.17601919174194336,0.06507515907287598
0.09124422073364258,0.16550254821777344,0.1785125732421875,0.17497038841247559,0.16343402862548828,0.17931342124938965,0.06484150886535645
0.09314250946044922,0.2005910873413086,0.1679544448852539,0.17475199699401855,0.1624293327331543,0.2506377696990967,0.06688117980957031
0.09589838981628418,0.1661851406097412,0.15741562843322754,0.16206932067871094,0.1609058380126953,0.1880028247833252,0.06554961204528809
0.09284734725952148,0.1640915870666504,0.1594986915588379,0.15712356567382812,0.16202020645141602,0.18394804000854492,0.06537866592407227
0.0944375991821289,0.2242281436920166,0.16014766693115234,0.17006754875183105,0.18271255493164062,0.2658238410949707,0.06703710556030273
0.0902414321899414,0.16193413734436035,0.17015480995178223,0.18170690536499023,0.1556243896484375,0.17476534843444824,0.06282210350036621
0.09107327461242676,0.1649463176727295,0.15346050262451172,0.16144275665283203,0.15764927864074707,0.1704087257385254,0.06173276901245117
0.08786177635192871,0.1539912223815918,0.17679286003112793,0.17040395736694336,0.179579496383667,0.17983484268188477,0.0658257007598877
0.09210419654846191,0.2374427318572998,0.16799569129943848,0.16925549507141113,0.15666770935058594,0.1802065372467041,0.06561779975891113
0.09808230400085449,0.1648545265197754,0.15549683570861816,0.16662049293518066,0.1596980094909668,0.18543601036071777,0.06526446342468262
0.09421610832214355,0.15958404541015625,0.18699145317077637,0.2024848461151123,0.20398211479187012,0.18178486824035645,0.06476998329162598
0.09123969078063965,0.16383099555969238,0.15787982940673828,0.16380858421325684,0.1592724323272705,0.17783761024475098,0.07062149047851562
0.09026789665222168,0.15471434593200684,0.15181708335876465,0.16416025161743164,0.15588760375976562,0.17659616470336914,0.06233501434326172
0.08860039710998535,0.15038061141967773,0.16086077690124512,0.1850447654724121,0.16142749786376953,0.18452811241149902,0.06194043159484863
0.09080290794372559,0.15072035789489746,0.15211987495422363,0.16060590744018555,0.156691312789917,0.18218278884887695,0.06178736686706543
0.10515546798706055,0.15767812728881836,0.15595412254333496,0.1585226058959961,0.15346980094909668,0.17780280113220215,0.062410831451416016
0.08847475051879883,0.15752744674682617,0.16082406044006348,0.16109800338745117,0.16269493103027344,0.18171429634094238,0.06249570846557617
0.08921170234680176,0.15443730354309082,0.17162036895751953,0.16307902336120605,0.15639257431030273,0.17810821533203125,0.06216168403625488
0.08933472633361816,0.15504240989685059,0.1611325740814209,0.1564638614654541,0.1586456298828125,0.17682361602783203,0.0629267692565918
0.09021782875061035,0.15740466117858887,0.1537342071533203,0.1612246036529541,0.15477323532104492,0.18439817428588867,0.06220602989196777
0.09001326560974121,0.15903735160827637,0.15749526023864746,0.16687369346618652,0.15229582786560059,0.17697644233703613,0.06172370910644531
0.08970379829406738,0.16149187088012695,0.16949677467346191,0.17416977882385254,0.1531057357788086,0.1757664680480957,0.061676979064941406
0.08978676795959473,0.16236615180969238,0.1523151397705078,0.17528676986694336,0.1977674961090088,0.1851208209991455,0.06261205673217773
0.09020566940307617,0.15326142311096191,0.1534891128540039,0.15726566314697266,0.158646821975708,0.1789851188659668,0.0733633041381836
0.1343085765838623,0.1977252960205078,0.15410113334655762,0.1593916416168213,0.15978574752807617,0.1786518096923828,0.06202435493469238
0.09430909156799316,0.15062713623046875,0.15610742568969727,0.15985465049743652,0.15536928176879883,0.1837635040283203,0.06156182289123535
0.08936691284179688,0.16141533851623535,0.14842820167541504,0.16123104095458984,0.157484769821167,0.1777360439300537,0.06156659126281738
